RFI_ID,Project_ID,RFI_Number,RFI_Title,Discipline,Priority,RFI_Type,Submitted_Date,Required_Response_Date,First_Response_Date,Final_Response_Date,Closed_Date,RFI_Status,Submitted_By_Role,Responsible_Role,Revision_Count,Reopen_Count,Cost_Impact_Flag,Estimated_Cost_Impact,Actual_Cost_Impact,Schedule_Impact_Flag,Estimated_Schedule_Days,Actual_Schedule_Days,Field_Work_Affected,Drawing_Reference_Count,Response_Quality_Rating
RFI-00110,PRJ-003,RFI-0016,Civil Missing Information - Area D12,Civil,Low,Missing Information,2023-02-26,2023-03-12,2023-03-10,2023-03-10,2023-03-12,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-00111,PRJ-003,RFI-0017,Electrical Constructability - Area A1,Electrical,Medium,Constructability,2022-03-14,2022-03-25,,,,Open,General Contractor,Engineer,1,0,Yes,16000,23000,No,0,0,Yes,2,5
RFI-00112,PRJ-003,RFI-0018,Fire Protection Field Condition - Area D3,Fire Protection,Medium,Field Condition,2022-10-19,2022-10-31,2022-10-30,2022-11-03,,Answered,General Contractor,Engineer,1,1,No,0,0,No,0,0,No,0,4
RFI-00113,PRJ-003,RFI-0019,Controls Missing Information - Area A2,Controls,Medium,Missing Information,2022-03-15,2022-03-24,2022-03-19,2022-03-19,2022-03-23,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00114,PRJ-003,RFI-0020,Architectural Code Compliance - Area A1,Architectural,Medium,Code Compliance,2022-09-23,2022-10-05,2022-09-26,2022-09-26,2022-09-27,Closed,Subcontractor,Architect,0,0,Yes,11000,11000,No,0,0,Yes,2,5
RFI-00115,PRJ-003,RFI-0021,General Constructability - Area E6,General,High,Constructability,2023-03-15,2023-03-20,2023-03-24,2023-03-24,2023-03-27,Closed,General Contractor,Construction Manager,0,0,Yes,1400,1300,No,0,0,No,5,4
RFI-00116,PRJ-003,RFI-0022,Structural Design Clarification - Area A12,Structural,High,Design Clarification,2023-03-13,2023-03-20,2023-03-22,2023-03-22,2023-03-23,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00117,PRJ-003,RFI-0023,Mechanical Design Clarification - Area B5,Mechanical,Medium,Design Clarification,2022-06-10,2022-06-19,2022-06-19,,,Returned for Clarification,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,0,4
RFI-00118,PRJ-003,RFI-0024,Architectural Design Clarification - Area E3,Architectural,High,Design Clarification,2023-11-21,2023-11-25,2023-11-26,2023-11-26,2023-11-26,Closed,General Contractor,Architect,0,0,No,0,0,No,0,0,No,3,5
RFI-00119,PRJ-003,RFI-0025,Architectural Missing Information - Area D9,Architectural,High,Missing Information,2023-10-23,2023-10-30,2023-11-03,2023-11-03,,Answered,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,1,5
RFI-00120,PRJ-003,RFI-0026,Plumbing Missing Information - Area A3,Plumbing,Medium,Missing Information,2022-11-16,2022-11-27,2022-11-22,2022-11-22,2022-11-26,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-00121,PRJ-003,RFI-0027,Structural Field Condition - Area E8,Structural,Medium,Field Condition,2022-10-13,2022-10-23,2022-10-17,2022-10-17,2022-10-19,Closed,Construction Manager,Owner Representative,0,0,No,0,0,Yes,2,2,No,4,5
RFI-00122,PRJ-003,RFI-0028,Architectural Code Compliance - Area D3,Architectural,Medium,Code Compliance,2023-03-23,2023-04-01,,,,In Review,General Contractor,Architect,1,0,Yes,15000,21000,No,0,0,No,4,5
RFI-00123,PRJ-004,RFI-0001,Mechanical Missing Information - Area D5,Mechanical,Medium,Missing Information,2025-09-18,2025-09-28,2025-09-22,2025-09-22,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00124,PRJ-004,RFI-0002,Civil Missing Information - Area D11,Civil,Low,Missing Information,2024-09-11,2024-09-24,2024-09-18,,,Awaiting Owner,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-00125,PRJ-004,RFI-0003,Controls Design Clarification - Area C12,Controls,Medium,Design Clarification,2025-06-05,2025-06-17,2025-06-11,2025-06-11,,Answered,Subcontractor,Engineer,0,0,No,0,0,Yes,1,1,Yes,6,5
RFI-00126,PRJ-004,RFI-0004,Specialty Systems Design Clarification - Area D5,Specialty Systems,Medium,Design Clarification,2024-10-24,2024-11-03,,,,Returned for Clarification,General Contractor,Design Manager,0,0,Yes,13000,11000,No,0,0,Yes,0,5
RFI-00127,PRJ-004,RFI-0005,Architectural Coordination Conflict - Area D7,Architectural,High,Coordination Conflict,2024-11-06,2024-11-12,2024-11-12,2024-11-12,2024-11-14,Closed,General Contractor,Architect,0,0,Yes,21000,17000,No,0,0,Yes,4,5
RFI-00128,PRJ-004,RFI-0006,Structural Design Clarification - Area C2,Structural,High,Design Clarification,2025-08-19,2025-08-23,2025-09-01,2025-09-01,2025-09-02,Closed,Subcontractor,Engineer,0,1,No,0,0,No,0,0,No,5,4
RFI-00129,PRJ-004,RFI-0007,Architectural Constructability - Area A3,Architectural,Medium,Constructability,2025-10-24,2025-11-05,2025-10-29,2025-10-29,2025-11-01,Closed,General Contractor,Architect,0,0,Yes,67000,85000,No,0,0,No,4,5
RFI-00130,PRJ-004,RFI-0008,Mechanical Constructability - Area C12,Mechanical,High,Constructability,2025-03-01,2025-03-06,2025-03-06,2025-03-06,2025-03-06,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00131,PRJ-004,RFI-0009,Plumbing Design Clarification - Area A8,Plumbing,Low,Design Clarification,2025-06-09,2025-06-24,2025-06-17,2025-06-17,2025-06-21,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00132,PRJ-004,RFI-0010,Fire Protection Constructability - Area E9,Fire Protection,High,Constructability,2024-12-19,2024-12-23,2024-12-22,2024-12-25,2024-12-25,Closed,Subcontractor,Engineer,1,0,No,0,0,No,0,0,No,2,5
RFI-00133,PRJ-004,RFI-0011,Electrical Constructability - Area A7,Electrical,Medium,Constructability,2025-07-28,2025-08-09,2025-08-04,2025-08-04,,Answered,Subcontractor,Owner Representative,0,0,No,0,0,Yes,6,8,No,0,4
RFI-00134,PRJ-004,RFI-0012,Architectural Coordination Conflict - Area D6,Architectural,Medium,Coordination Conflict,2024-07-21,2024-07-31,2024-07-30,2024-07-30,2024-07-31,Closed,General Contractor,Architect,0,0,No,0,0,No,0,0,No,6,5
RFI-00135,PRJ-004,RFI-0013,Mechanical Coordination Conflict - Area D11,Mechanical,Medium,Coordination Conflict,2025-06-16,2025-06-26,2025-06-20,2025-06-20,,Answered,Subcontractor,Owner Representative,0,0,No,0,0,No,0,0,No,2,5
RFI-00136,PRJ-004,RFI-0014,Specialty Systems Coordination Conflict - Area A10,Specialty Systems,Low,Coordination Conflict,2024-06-11,2024-06-26,2024-06-17,2024-06-17,2024-06-21,Closed,Subcontractor,Design Manager,0,0,No,0,0,No,0,0,No,6,5
RFI-00137,PRJ-004,RFI-0015,Specialty Systems Field Condition - Area D7,Specialty Systems,Low,Field Condition,2024-05-05,2024-05-19,2024-05-10,2024-05-10,2024-05-12,Closed,Subcontractor,Design Manager,0,0,No,0,0,No,0,0,No,5,5
RFI-00138,PRJ-004,RFI-0016,Plumbing Coordination Conflict - Area B1,Plumbing,Medium,Coordination Conflict,2024-06-10,2024-06-21,2024-06-14,2024-06-14,2024-06-15,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00139,PRJ-004,RFI-0017,Electrical Design Clarification - Area A11,Electrical,Medium,Design Clarification,2025-11-20,2025-11-30,2025-11-21,2025-11-21,2025-11-22,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-00140,PRJ-004,RFI-0018,Controls Substitution Request - Area C11,Controls,Critical,Substitution Request,2024-10-24,2024-10-29,2024-10-26,2024-10-26,2024-10-28,Closed,Subcontractor,Engineer,0,0,Yes,113000,128000,No,0,0,Yes,0,5
RFI-00141,PRJ-004,RFI-0019,Architectural Missing Information - Area A4,Architectural,High,Missing Information,2025-05-01,2025-05-05,2025-05-04,2025-05-04,2025-05-06,Closed,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,3,5
RFI-00142,PRJ-004,RFI-0020,Electrical Coordination Conflict - Area D3,Electrical,Medium,Coordination Conflict,2025-06-23,2025-07-02,2025-06-29,2025-06-29,2025-06-29,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00143,PRJ-004,RFI-0021,Fire Protection Missing Information - Area A5,Fire Protection,High,Missing Information,2025-07-25,2025-07-29,,,,Awaiting Designer,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-00144,PRJ-004,RFI-0022,Electrical Design Clarification - Area C5,Electrical,Low,Design Clarification,2024-10-25,2024-11-07,2024-10-31,2024-10-31,2024-11-02,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,4
RFI-00145,PRJ-004,RFI-0023,Electrical Field Condition - Area D7,Electrical,Medium,Field Condition,2024-08-05,2024-08-15,2024-08-11,2024-08-11,2024-08-15,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-00146,PRJ-004,RFI-0024,Specialty Systems Constructability - Area A6,Specialty Systems,Medium,Constructability,2024-10-27,2024-11-08,2024-11-03,2024-11-03,2024-11-04,Closed,General Contractor,Design Manager,0,0,No,0,0,No,0,0,No,0,5
RFI-00147,PRJ-004,RFI-0025,Mechanical Substitution Request - Area D6,Mechanical,High,Substitution Request,2024-08-04,2024-08-11,2024-08-09,2024-08-09,2024-08-13,Closed,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,2,5
RFI-00148,PRJ-004,RFI-0026,Structural Design Clarification - Area E8,Structural,Medium,Design Clarification,2024-10-05,2024-10-16,2024-10-06,2024-10-06,2024-10-06,Closed,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,1,5
RFI-00149,PRJ-004,RFI-0027,Plumbing Field Condition - Area C9,Plumbing,Low,Field Condition,2024-08-29,2024-09-12,2024-09-01,2024-09-01,2024-09-05,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00150,PRJ-004,RFI-0028,Architectural Code Compliance - Area E10,Architectural,High,Code Compliance,2025-11-22,2025-11-26,2025-11-24,2025-11-24,2025-11-25,Closed,Subcontractor,Architect,0,0,No,0,0,No,0,0,No,0,5
RFI-00151,PRJ-004,RFI-0029,Mechanical Coordination Conflict - Area D4,Mechanical,Medium,Coordination Conflict,2024-10-02,2024-10-11,2024-10-04,2024-10-04,2024-10-08,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00152,PRJ-005,RFI-0001,Fire Protection Design Clarification - Area E8,Fire Protection,Low,Design Clarification,2024-08-20,2024-09-04,2024-08-24,2024-08-24,2024-08-27,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,0,4
RFI-00153,PRJ-005,RFI-0002,Mechanical Design Clarification - Area D4,Mechanical,High,Design Clarification,2025-10-11,2025-10-15,2025-10-15,2025-10-15,,Answered,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,4
RFI-00154,PRJ-005,RFI-0003,Electrical Code Compliance - Area C7,Electrical,Medium,Code Compliance,2024-01-31,2024-02-12,2024-02-12,2024-02-14,2024-02-17,Closed,Subcontractor,Engineer,1,0,Yes,73000,84000,No,0,0,No,5,5
RFI-00155,PRJ-005,RFI-0004,Structural Field Condition - Area E3,Structural,Medium,Field Condition,2024-07-12,2024-07-24,2024-07-19,2024-07-19,2024-07-20,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00156,PRJ-005,RFI-0005,Civil Constructability - Area D8,Civil,Medium,Constructability,2023-09-10,2023-09-22,2023-09-20,2023-09-20,2023-09-23,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00157,PRJ-005,RFI-0006,General Coordination Conflict - Area D6,General,Low,Coordination Conflict,2025-03-07,2025-03-23,2025-03-14,2025-03-14,2025-03-15,Closed,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,4,5
RFI-00158,PRJ-005,RFI-0007,Mechanical Substitution Request - Area C2,Mechanical,Medium,Substitution Request,2024-10-01,2024-10-10,2024-10-11,2024-10-11,2024-10-12,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00159,PRJ-005,RFI-0008,Fire Protection Missing Information - Area C12,Fire Protection,Medium,Missing Information,2025-06-13,2025-06-24,2025-06-17,2025-06-17,2025-06-17,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,5,4
RFI-00160,PRJ-005,RFI-0009,Structural Design Clarification - Area D8,Structural,Low,Design Clarification,2025-09-26,2025-10-11,2025-10-04,2025-10-04,,Answered,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,0,5
RFI-00161,PRJ-005,RFI-0010,Architectural Design Clarification - Area E6,Architectural,High,Design Clarification,2023-09-05,2023-09-10,2023-09-15,2023-09-17,2023-09-19,Closed,General Contractor,Architect,1,0,No,0,0,No,0,0,No,0,5
RFI-00162,PRJ-005,RFI-0011,Electrical Field Condition - Area E6,Electrical,High,Field Condition,2025-10-01,2025-10-07,2025-10-06,2025-10-06,2025-10-07,Closed,General Contractor,Engineer,0,0,No,0,0,Yes,6,5,Yes,4,5
RFI-00163,PRJ-005,RFI-0012,Architectural Coordination Conflict - Area A6,Architectural,Medium,Coordination Conflict,2024-04-17,2024-04-29,2024-04-20,2024-04-20,2024-04-20,Closed,General Contractor,Architect,0,0,No,0,0,No,0,0,No,1,4
RFI-00164,PRJ-005,RFI-0013,Architectural Coordination Conflict - Area B10,Architectural,Medium,Coordination Conflict,2024-12-04,2024-12-15,2024-12-25,2024-12-26,2024-12-28,Closed,Subcontractor,Architect,1,1,No,0,0,Yes,1,1,No,4,3
RFI-00165,PRJ-005,RFI-0014,General Constructability - Area B8,General,Low,Constructability,2025-07-18,2025-08-03,2025-07-23,2025-07-23,2025-07-26,Closed,Construction Manager,Construction Manager,0,0,No,0,0,Yes,1,1,No,3,5
RFI-00166,PRJ-005,RFI-0015,Architectural Design Clarification - Area B10,Architectural,High,Design Clarification,2024-09-21,2024-09-27,2024-09-29,2024-09-29,2024-10-01,Closed,Construction Manager,Architect,0,0,Yes,60000,76000,No,0,0,No,1,5
RFI-00167,PRJ-005,RFI-0016,Fire Protection Design Clarification - Area B10,Fire Protection,High,Design Clarification,2025-06-14,2025-06-18,2025-06-21,2025-06-21,2025-06-25,Closed,General Contractor,Engineer,0,0,No,0,0,Yes,4,4,Yes,6,4
RFI-00168,PRJ-005,RFI-0017,Specialty Systems Field Condition - Area C3,Specialty Systems,Medium,Field Condition,2025-01-17,2025-01-26,2025-01-26,2025-01-26,2025-01-28,Closed,Construction Manager,Owner Representative,0,0,No,0,0,No,0,0,No,1,5
RFI-00169,PRJ-005,RFI-0018,General Coordination Conflict - Area D4,General,Medium,Coordination Conflict,2023-10-24,2023-11-03,2023-10-29,2023-10-29,2023-10-31,Closed,Construction Manager,Owner Representative,0,0,No,0,0,No,0,0,No,2,5
RFI-00170,PRJ-005,RFI-0019,Plumbing Design Clarification - Area D10,Plumbing,Medium,Design Clarification,2024-02-22,2024-03-04,2024-02-28,2024-02-28,2024-02-28,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00171,PRJ-005,RFI-0020,Electrical Substitution Request - Area A9,Electrical,Medium,Substitution Request,2025-10-21,2025-11-01,2025-10-26,2025-10-26,2025-10-28,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,6,5
RFI-00172,PRJ-005,RFI-0021,Architectural Code Compliance - Area A12,Architectural,High,Code Compliance,2025-09-27,2025-10-01,2025-10-06,2025-10-06,,Answered,Construction Manager,Architect,0,0,No,0,0,No,0,0,No,3,4
RFI-00173,PRJ-005,RFI-0022,Controls Field Condition - Area A5,Controls,Critical,Field Condition,2025-07-01,2025-07-05,2025-07-05,2025-07-05,2025-07-05,Closed,Construction Manager,Engineer,0,0,No,0,0,Yes,10,8,Yes,0,5
RFI-00174,PRJ-005,RFI-0023,Specialty Systems Field Condition - Area E8,Specialty Systems,Medium,Field Condition,2025-04-28,2025-05-07,2025-05-13,2025-05-13,,Answered,Subcontractor,Design Manager,0,0,No,0,0,No,0,0,No,2,5
RFI-00175,PRJ-005,RFI-0024,General Missing Information - Area B2,General,Medium,Missing Information,2024-02-18,2024-02-28,2024-02-24,2024-02-24,2024-02-26,Closed,General Contractor,Owner Representative,0,0,Yes,9100,9700,No,0,0,Yes,4,5
RFI-00176,PRJ-005,RFI-0025,Architectural Design Clarification - Area D12,Architectural,Medium,Design Clarification,2025-11-15,2025-11-26,2025-11-22,2025-11-22,,Answered,General Contractor,Architect,0,0,No,0,0,No,0,0,No,4,5
RFI-00177,PRJ-005,RFI-0026,General Code Compliance - Area C10,General,Medium,Code Compliance,2023-09-23,2023-10-02,2023-09-29,2023-09-29,,Answered,General Contractor,Construction Manager,0,0,Yes,4100,3300,No,0,0,Yes,2,5
RFI-00178,PRJ-005,RFI-0027,Civil Design Clarification - Area B8,Civil,Medium,Design Clarification,2025-05-09,2025-05-21,2025-05-22,2025-05-22,2025-05-26,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-00179,PRJ-005,RFI-0028,Specialty Systems Missing Information - Area E2,Specialty Systems,Medium,Missing Information,2024-12-19,2024-12-31,2025-01-13,2025-01-15,2025-01-16,Closed,Subcontractor,Design Manager,1,1,No,0,0,No,0,0,No,6,3
RFI-00180,PRJ-006,RFI-0001,Electrical Field Condition - Area E12,Electrical,Critical,Field Condition,2024-07-02,2024-07-05,2024-07-12,2024-07-15,,Answered,Subcontractor,Engineer,1,0,No,0,0,Yes,12,15,Yes,3,4
RFI-00181,PRJ-006,RFI-0002,Mechanical Missing Information - Area B8,Mechanical,Medium,Missing Information,2022-07-28,2022-08-06,,,,In Review,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,4,5
RFI-00182,PRJ-006,RFI-0003,Structural Constructability - Area C1,Structural,High,Constructability,2022-08-12,2022-08-17,2022-08-16,2022-08-16,2022-08-16,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-00183,PRJ-006,RFI-0004,Electrical Substitution Request - Area E10,Electrical,High,Substitution Request,2022-07-03,2022-07-10,,,,Returned for Clarification,General Contractor,Engineer,0,0,No,0,0,No,0,0,No,2,5
RFI-00184,PRJ-006,RFI-0005,Structural Design Clarification - Area C1,Structural,Low,Design Clarification,2023-05-25,2023-06-10,,,,In Review,General Contractor,Engineer,1,0,No,0,0,No,0,0,No,3,4
RFI-00185,PRJ-006,RFI-0006,General Design Clarification - Area E12,General,Medium,Design Clarification,2024-10-11,2024-10-20,2024-10-24,2024-10-24,2024-10-27,Closed,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,5,4
RFI-00186,PRJ-006,RFI-0007,Electrical Substitution Request - Area C6,Electrical,Medium,Substitution Request,2024-04-20,2024-05-01,2024-04-29,2024-04-29,2024-05-01,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,0,5
RFI-00187,PRJ-006,RFI-0008,Architectural Design Clarification - Area B5,Architectural,Low,Design Clarification,2023-05-17,2023-06-01,2023-05-29,2023-05-29,2023-05-29,Closed,General Contractor,Architect,0,0,No,0,0,No,0,0,No,1,4
RFI-00188,PRJ-006,RFI-0009,General Design Clarification - Area C12,General,Medium,Design Clarification,2022-04-15,2022-04-25,2022-04-22,2022-04-22,2022-04-24,Closed,Subcontractor,Construction Manager,0,0,No,0,0,No,0,0,No,0,5
RFI-00189,PRJ-006,RFI-0010,Structural Design Clarification - Area E9,Structural,High,Design Clarification,2022-09-07,2022-09-13,,,,Returned for Clarification,Subcontractor,Engineer,0,0,Yes,33000,47000,Yes,4,6,Yes,3,4
RFI-00190,PRJ-006,RFI-0011,Specialty Systems Field Condition - Area B4,Specialty Systems,Medium,Field Condition,2023-09-29,2023-10-11,2023-10-18,2023-10-18,2023-10-21,Closed,Subcontractor,Design Manager,0,1,No,0,0,Yes,5,6,Yes,4,5
RFI-00191,PRJ-006,RFI-0012,Structural Code Compliance - Area D6,Structural,High,Code Compliance,2022-08-24,2022-08-30,2022-08-30,2022-08-30,2022-09-01,Closed,Subcontractor,Engineer,0,0,No,0,0,No,0,0,No,5,5
RFI-00192,PRJ-006,RFI-0013,Electrical Constructability - Area B9,Electrical,Medium,Constructability,2023-01-16,2023-01-25,2023-01-31,2023-01-31,2023-02-01,Closed,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,0,4
RFI-00193,PRJ-006,RFI-0014,Electrical Coordination Conflict - Area E6,Electrical,Low,Coordination Conflict,2024-02-15,2024-02-28,2024-02-28,2024-02-28,2024-02-28,Closed,Construction Manager,Engineer,0,0,No,0,0,No,0,0,No,3,5
RFI-00194,PRJ-006,RFI-0015,General Coordination Conflict - Area C10,General,High,Coordination Conflict,2022-11-08,2022-11-13,2022-11-19,2022-11-19,2022-11-22,Closed,Construction Manager,Construction Manager,0,0,Yes,48000,52000,No,0,0,Yes,5,4
RFI-00195,PRJ-006,RFI-0016,Specialty Systems Coordination Conflict - Area C1,Specialty Systems,Critical,Coordination Conflict,2024-10-18,2024-10-23,2024-10-27,2024-10-27,2024-10-30,Closed,Construction Manager,Design Manager,0,0,Yes,75000,62000,No,0,0,Yes,2,5
RFI-00196,PRJ-006,RFI-0017,Mechanical Constructability - Area C3,Mechanical,High,Constructability,2022-09-14,2022-09-18,2022-10-01,2022-10-01,2022-10-03,Closed,Subcontractor,Engineer,0,1,Yes,15000,21000,Yes,7,5,No,5,3
RFI-00197,PRJ-006,RFI-0018,Structural Constructability - Area B4,Structural,Low,Constructability,2024-05-11,2024-05-25,2024-05-17,2024-05-17,2024-05-18,Closed,General Contractor,Engineer,0,0,No,0,0,Yes,3,3,No,3,5
RFI-00198,PRJ-006,RFI-0019,Mechanical Design Clarification - Area D1,Mechanical,Low,Design Clarification,2022-03-27,2022-04-12,2022-04-05,2022-04-05,2022-04-05,Closed,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,3,5
RFI-00199,PRJ-006,RFI-0020,Structural Design Clarification - Area B5,Structural,Medium,Design Clarification,2022-08-19,2022-08-30,,,,Open,General Contractor,Engineer,0,1,No,0,0,No,0,0,No,1,5
RFI-00200,PRJ-006,RFI-0021,Structural Coordination Conflict - Area C3,Structural,High,Coordination Conflict,2023-06-26,2023-07-02,2023-07-11,2023-07-13,2023-07-13,Closed,Subcontractor,Engineer,1,0,No,0,0,No,0,0,No,5,5
RFI-00201,PRJ-006,RFI-0022,Architectural Missing Information - Area E8,Architectural,Medium,Missing Information,2022-11-04,2022-11-13,2022-11-09,2022-11-09,2022-11-09,Closed,General Contractor,Owner Representative,0,0,No,0,0,No,0,0,No,1,5
RFI-00202,PRJ-006,RFI-0023,Civil Constructability - Area E3,Civil,High,Constructability,2022-11-21,2022-11-26,2022-12-03,2022-12-05,2022-12-07,Closed,Construction Manager,Engineer,1,0,No,0,0,Yes,2,1,Yes,4,5
RFI-00203,PRJ-006,RFI-0024,Structural Design Clarification - Area C8,Structural,Low,Design Clarification,2023-05-28,2023-06-12,2023-06-16,2023-06-16,2023-06-18,Closed,Subcontractor,Engineer,0,0,Yes,12000,14000,No,0,0,No,3,4
