Change_Order_ID,Project_ID,Change_Number,Change_Title,Change_Category,Initiating_Party,Discipline,Change_Type,Originating_Source,Identified_Date,Submitted_Date,Required_Decision_Date,First_Decision_Date,Approved_Date,Closed_Date,Change_Status,Submitted_Value,Negotiated_Value,Approved_Value,Requested_Schedule_Days,Approved_Schedule_Days,Revision_Count,Pricing_Status,Authorization_Type,Forecast_Incorporated_Date,Cost_Code_Group
CO-00095,PRJ-008,CO-011,Unforeseen Condition - Mechanical Area C3,Unforeseen Condition,Engineer,Mechanical,Additive,Field Condition,2023-08-04,2023-08-20,2023-09-09,2023-09-16,2023-10-09,2023-10-16,Approved,377000,319000,310000,0,0,1,Final,Executed Change Order,2023-10-15,Equipment
CO-00096,PRJ-008,CO-012,Owner-Directed Change - Civil Area D3,Owner-Directed Change,Owner,Civil,Additive,Owner Request,2022-07-28,2022-08-12,2022-09-01,2022-09-04,2022-09-15,2022-09-25,Approved,1274000,1162000,1173000,8,6,1,Final,Construction Change Directive,2022-09-20,Equipment
CO-00097,PRJ-008,CO-013,Quantity Variation - Plumbing Area C2,Quantity Variation,Engineer,Plumbing,Additive,Field Condition,2024-05-17,2024-05-29,2024-06-18,2024-07-23,,2024-08-24,Rejected,269000,203000,0,0,0,1,Final,None,,MEP
CO-00098,PRJ-008,CO-014,Owner-Directed Change - Architectural Area A10,Owner-Directed Change,Owner,Architectural,Additive,Owner Request,2024-04-05,2024-04-13,2024-05-03,2024-05-22,2024-06-20,2024-06-23,Approved,446000,383000,382000,0,0,1,Final,Owner Authorization,2024-06-26,Interiors
CO-00099,PRJ-008,CO-015,Schedule Acceleration - Mechanical Area D5,Schedule Acceleration,Architect,Mechanical,Zero-Cost,Owner Request,2022-10-08,2022-10-12,2022-11-01,2022-10-19,,,Pending,0,0,,0,0,0,Submitted,None,,General Conditions
CO-00100,PRJ-008,CO-016,Design Error or Omission - General Area D7,Design Error or Omission,Engineer,General,Additive,RFI,2022-09-23,2022-10-04,2022-10-24,2022-12-14,2023-01-29,2023-02-05,Approved,118000,91000,88000,0,0,0,Final,Owner Authorization,2023-02-05,General Conditions
CO-00101,PRJ-008,CO-017,Design Error or Omission - Civil Area C9,Design Error or Omission,Engineer,Civil,Deductive,RFI,2023-11-30,2023-12-05,2023-12-25,2023-12-24,2024-01-02,2024-01-03,Approved,-2468000,-2044000,-1997000,0,0,0,Final,Owner Authorization,2024-01-12,MEP
CO-00102,PRJ-008,CO-018,Owner-Directed Change - Civil Area D6,Owner-Directed Change,Owner,Civil,Additive,Owner Request,2022-07-23,2022-07-30,2022-08-19,2022-09-14,2022-10-03,2022-10-13,Approved,704000,721000,724000,0,0,2,Final,Executed Change Order,2022-10-07,MEP
CO-00103,PRJ-008,CO-019,Design Error or Omission - Mechanical Area C3,Design Error or Omission,Owner,Mechanical,Additive,RFI,2022-12-19,2022-12-25,2023-01-14,2023-01-21,2023-02-03,2023-02-08,Approved,156000,159000,159000,0,0,1,Final,Construction Change Directive,2023-02-11,Envelope
CO-00104,PRJ-008,CO-020,Design Error or Omission - Controls Area B3,Design Error or Omission,Architect,Controls,Additive,RFI,2023-07-07,2023-07-16,2023-08-05,2023-08-13,2023-09-05,2023-09-10,Approved,118000,121000,116000,0,0,1,Final,Executed Change Order,2023-09-24,Envelope
CO-00105,PRJ-009,CO-001,Design Error or Omission - General Area A6,Design Error or Omission,Architect,General,Additive,Submittal Review,2023-08-20,2023-08-26,2023-09-15,2023-09-15,2023-10-11,2023-10-12,Approved,30000,29000,28000,0,0,1,Final,Owner Authorization,2023-10-15,Envelope
CO-00106,PRJ-009,CO-002,Design Error or Omission - Mechanical Area B8,Design Error or Omission,Construction Manager,Mechanical,Additive,RFI,2022-06-16,2022-06-26,2022-07-16,2022-07-11,2022-07-22,2022-07-27,Approved,11000,11000,11000,0,0,1,Final,Construction Change Directive,,Envelope
CO-00107,PRJ-009,CO-003,Owner-Directed Change - Plumbing Area D4,Owner-Directed Change,Owner,Plumbing,Additive,Owner Request,2022-10-17,2022-10-27,2022-11-16,2022-11-12,,2022-11-23,Withdrawn,61000,,0,19,0,1,Pricing in Progress,None,,MEP
CO-00108,PRJ-009,CO-004,Owner-Directed Change - Electrical Area A3,Owner-Directed Change,Owner,Electrical,Additive,Owner Request,2022-05-10,2022-05-19,2022-06-08,2022-06-03,2022-06-15,2022-06-18,Approved,24000,22000,22000,6,3,0,Final,Owner Authorization,2022-06-22,Interiors
CO-00109,PRJ-009,CO-005,Value Engineering - Specialty Systems Area B9,Value Engineering,General Contractor,Specialty Systems,Additive,RFI,2023-09-14,2023-09-16,2023-10-06,2023-09-28,2023-10-09,2023-10-16,Approved,19000,19000,19000,5,3,0,Final,Executed Change Order,2023-10-12,MEP
CO-00110,PRJ-009,CO-006,Value Engineering - Architectural Area C7,Value Engineering,Owner,Architectural,Additive,Design Revision,2022-08-18,2022-08-30,2022-09-19,2022-09-15,2022-10-10,2022-10-17,Approved,125000,105000,106000,0,0,1,Final,Construction Change Directive,2022-10-14,Sitework
CO-00111,PRJ-009,CO-007,Unforeseen Condition - Architectural Area A6,Unforeseen Condition,Subcontractor,Architectural,Additive,Field Condition,2023-04-25,2023-04-28,2023-05-18,2023-05-06,,2023-05-18,Rejected,111000,85000,0,0,0,1,Final,None,,Concrete
CO-00112,PRJ-010,CO-001,Code or Regulatory Requirement - Controls Area B9,Code or Regulatory Requirement,Owner,Controls,Additive,Field Condition,2022-01-23,2022-01-29,2022-02-18,2022-02-06,2022-02-11,2022-02-13,Approved,142000,117000,118000,3,2,0,Final,Owner Authorization,2022-02-14,Sitework
CO-00113,PRJ-010,CO-002,Unforeseen Condition - Civil Area D4,Unforeseen Condition,Engineer,Civil,Additive,Field Condition,2023-05-22,2023-06-16,2023-07-06,2023-06-30,2023-07-13,2023-07-17,Approved,239000,223000,225000,5,5,2,Final,Executed Change Order,2023-07-16,Interiors
CO-00114,PRJ-010,CO-003,Code or Regulatory Requirement - Architectural Area D1,Code or Regulatory Requirement,General Contractor,Architectural,Additive,Field Condition,2022-07-03,2022-07-14,2022-08-03,2022-07-23,2022-08-02,2022-08-12,Approved,214000,166000,160000,9,9,0,Final,Field Directive,2022-08-08,Concrete
CO-00115,PRJ-010,CO-004,Owner-Directed Change - Civil Area C8,Owner-Directed Change,Owner,Civil,Additive,Owner Request,2022-05-03,2022-05-07,2022-05-27,2022-06-04,2022-06-22,2022-06-23,Approved,71000,59000,58000,0,0,0,Final,Executed Change Order,,MEP
CO-00116,PRJ-010,CO-005,Substitution - Specialty Systems Area C6,Substitution,Owner,Specialty Systems,Zero-Cost,RFI,2022-09-10,2022-09-24,2022-10-14,2022-10-13,2022-11-02,2022-11-10,Approved,0,0,0,0,0,2,Final,Executed Change Order,2022-11-07,MEP
CO-00117,PRJ-010,CO-006,Unforeseen Condition - Plumbing Area A4,Unforeseen Condition,General Contractor,Plumbing,Additive,RFI,2022-03-31,2022-04-01,2022-04-21,2022-04-16,2022-04-30,2022-05-01,Approved,42000,37000,37000,7,6,0,Final,Executed Change Order,2022-05-03,Interiors
CO-00118,PRJ-010,CO-007,Design Error or Omission - Electrical Area A5,Design Error or Omission,General Contractor,Electrical,Zero-Cost,RFI,2023-02-05,2023-02-14,2023-03-06,2023-03-04,2023-03-20,2023-03-30,Approved,0,0,0,30,16,1,Final,Executed Change Order,2023-03-28,Sitework
CO-00119,PRJ-010,CO-008,Scope Clarification - Controls Area A3,Scope Clarification,General Contractor,Controls,Additive,RFI,2023-11-18,2023-11-23,2023-12-13,2023-12-06,2023-12-23,2023-12-27,Approved,50000,45000,46000,0,0,1,Final,Owner Authorization,2023-12-30,Concrete
CO-00120,PRJ-010,CO-009,Unforeseen Condition - Specialty Systems Area A1,Unforeseen Condition,General Contractor,Specialty Systems,Zero-Cost,Field Condition,2023-12-26,2024-01-08,2024-01-28,2024-01-26,2024-02-14,2024-02-18,Approved,0,0,0,0,0,0,Final,Construction Change Directive,2024-02-16,MEP
CO-00121,PRJ-010,CO-010,Owner-Directed Change - Electrical Area B8,Owner-Directed Change,Owner,Electrical,Time Only,Owner Request,2023-04-01,2023-04-06,2023-04-26,2023-04-26,2023-05-27,2023-06-04,Approved,0,0,0,3,3,2,Final,Owner Authorization,2023-06-04,Specialties
CO-00122,PRJ-010,CO-011,Code or Regulatory Requirement - General Area B9,Code or Regulatory Requirement,Subcontractor,General,Additive,Submittal Review,2023-11-22,2023-11-27,2023-12-17,2023-12-14,,2024-01-10,Rejected,159000,66000,0,10,0,1,Final,None,,MEP
CO-00123,PRJ-011,CO-001,Scope Clarification - Plumbing Area B2,Scope Clarification,Subcontractor,Plumbing,Additive,Field Condition,2022-02-16,2022-02-19,2022-03-11,2022-02-27,2022-03-08,2022-03-13,Approved,52000,51000,51000,0,0,0,Final,Owner Authorization,2022-03-12,Specialties
CO-00124,PRJ-011,CO-002,Substitution - Architectural Area D8,Substitution,General Contractor,Architectural,Additive,Owner Request,2022-10-20,2022-10-23,2022-11-12,2022-10-29,2022-11-06,2022-11-12,Approved,26000,24000,23000,3,1,1,Final,Owner Authorization,2022-11-14,Interiors
CO-00125,PRJ-011,CO-003,Unforeseen Condition - Specialty Systems Area B4,Unforeseen Condition,Construction Manager,Specialty Systems,Additive,Field Condition,2022-09-15,2022-09-18,2022-10-08,2022-10-12,,2022-10-31,Rejected,230000,119000,0,0,0,1,Final,None,,Envelope
CO-00126,PRJ-011,CO-004,Unforeseen Condition - Controls Area B1,Unforeseen Condition,Owner,Controls,Additive,Field Condition,2022-01-20,2022-01-31,2022-02-20,2022-02-11,2022-03-03,2022-03-13,Approved,1156000,1086000,1044000,0,0,1,Final,Owner Authorization,2022-03-12,Interiors
CO-00127,PRJ-011,CO-005,Value Engineering - Architectural Area D5,Value Engineering,Construction Manager,Architectural,Deductive,Owner Request,2022-02-25,2022-03-07,2022-03-27,2022-03-23,,2022-04-20,Withdrawn,-20000,,0,0,0,1,ROM,None,,MEP
CO-00128,PRJ-011,CO-006,Scope Clarification - Mechanical Area B6,Scope Clarification,Owner,Mechanical,Additive,Field Condition,2023-12-10,2023-12-16,2024-01-05,2024-01-01,2024-01-12,2024-01-16,Approved,67000,57000,58000,1,1,0,Final,Construction Change Directive,2024-01-15,Metals
CO-00129,PRJ-011,CO-007,Owner-Directed Change - Structural Area B7,Owner-Directed Change,Architect,Structural,Additive,Owner Request,2023-01-01,2023-01-04,2023-01-24,2023-01-25,2023-02-21,2023-02-26,Approved,133000,115000,114000,5,4,3,Final,Owner Authorization,2023-02-22,Envelope
CO-00130,PRJ-011,CO-008,Unforeseen Condition - Architectural Area C5,Unforeseen Condition,General Contractor,Architectural,Zero-Cost,RFI,2023-05-26,2023-05-29,2023-06-18,2023-06-09,2023-06-26,2023-06-27,Approved,0,0,0,5,4,0,Final,Executed Change Order,2023-06-30,General Conditions
CO-00131,PRJ-011,CO-009,Design Error or Omission - Electrical Area A9,Design Error or Omission,Construction Manager,Electrical,Additive,Design Revision,2023-01-16,2023-01-24,2023-02-13,2023-02-12,,,Pending,59000,61000,,0,0,0,Negotiating,None,,MEP
CO-00132,PRJ-011,CO-010,Owner-Directed Change - Structural Area D10,Owner-Directed Change,Owner,Structural,Additive,Owner Request,2022-02-25,2022-02-27,2022-03-19,2022-03-10,2022-03-24,2022-03-30,Approved,351000,277000,268000,0,0,1,Final,Owner Authorization,2022-03-26,General Conditions
CO-00133,PRJ-011,CO-011,Schedule Acceleration - Controls Area A4,Schedule Acceleration,General Contractor,Controls,Additive,RFI,2023-11-30,2023-12-08,2023-12-28,2023-12-22,2024-01-05,2024-01-09,Approved,103000,104000,103000,0,0,0,Final,Owner Authorization,2024-01-10,Concrete
CO-00134,PRJ-011,CO-012,Design Error or Omission - Plumbing Area C5,Design Error or Omission,Engineer,Plumbing,Additive,Design Revision,2023-06-07,2023-06-10,2023-06-30,2023-06-20,,,Pending,52000,,,0,0,1,Submitted,None,,Concrete
CO-00135,PRJ-011,CO-013,Design Error or Omission - Mechanical Area D3,Design Error or Omission,Engineer,Mechanical,Deductive,Design Revision,2023-05-22,2023-05-25,2023-06-14,2023-06-15,2023-07-13,2023-07-21,Approved,-74000,-58000,-56000,3,1,1,Final,Field Directive,2023-07-22,Metals
CO-00136,PRJ-011,CO-014,Owner-Directed Change - Architectural Area D6,Owner-Directed Change,Owner,Architectural,Zero-Cost,Owner Request,2023-09-28,2023-10-02,2023-10-22,2023-10-19,,,Pending,0,,,7,0,0,Pricing in Progress,None,,Concrete
CO-00137,PRJ-011,CO-015,Schedule Acceleration - Structural Area B5,Schedule Acceleration,Architect,Structural,Additive,Design Revision,2023-10-10,2023-10-21,2023-11-10,2023-10-28,2023-11-01,2023-11-07,Approved,80000,68000,68000,5,3,0,Final,Executed Change Order,2023-11-09,Envelope
CO-00138,PRJ-012,CO-001,Value Engineering - Architectural Area B5,Value Engineering,Owner,Architectural,Additive,Owner Request,2024-10-29,2024-11-14,2024-12-04,2024-11-28,2024-12-21,2024-12-26,Approved,60000,61000,62000,8,6,1,Final,Owner Authorization,2024-12-27,Envelope
CO-00139,PRJ-012,CO-002,Scope Clarification - Structural Area A4,Scope Clarification,Engineer,Structural,Additive,Submittal Review,2025-11-21,2025-12-02,2025-12-22,2025-12-26,,,Under Review,38000,,,0,0,2,Submitted,None,,Interiors
CO-00140,PRJ-012,CO-003,Value Engineering - Electrical Area D9,Value Engineering,Owner,Electrical,Additive,Field Condition,2024-10-27,2024-11-06,2024-11-26,2024-11-26,2024-12-17,2024-12-25,Approved,230000,218000,220000,0,0,0,Final,Owner Authorization,2024-12-26,Envelope
CO-00141,PRJ-012,CO-004,Unforeseen Condition - General Area D10,Unforeseen Condition,Construction Manager,General,Deductive,Field Condition,2024-09-18,2024-09-23,2024-10-13,2024-10-15,2024-11-03,2024-11-05,Approved,-105000,-81000,-82000,0,0,0,Final,Field Directive,2024-11-13,Envelope
CO-00142,PRJ-012,CO-005,Unforeseen Condition - Electrical Area A8,Unforeseen Condition,General Contractor,Electrical,Additive,Field Condition,2025-01-25,2025-01-30,2025-02-19,2025-02-13,2025-03-01,2025-03-09,Approved,56000,49000,50000,0,0,1,Final,Owner Authorization,,MEP
CO-00143,PRJ-012,CO-006,Schedule Acceleration - Controls Area D4,Schedule Acceleration,Owner,Controls,Additive,Owner Request,2024-12-22,2025-01-03,2025-01-23,2025-01-31,2025-03-01,2025-03-06,Approved,105000,107000,104000,0,0,1,Final,Executed Change Order,2025-03-09,Sitework
CO-00144,PRJ-012,CO-007,Value Engineering - Electrical Area A9,VE,Subcontractor,Electrical,Additive,Field Condition,2025-03-05,2025-03-17,2025-04-06,2025-03-31,,,Pending,34000,28000,,0,0,2,Submitted,None,,General Conditions
CO-00145,PRJ-012,CO-008,Unforeseen Condition - General Area A2,Unforeseen Condition,General Contractor,General,Deductive,Field Condition,2025-07-12,2025-07-23,2025-08-12,2025-08-15,2025-09-21,2025-09-30,Approved,-17000,-15000,-15000,6,3,2,Final,Executed Change Order,2025-09-25,Interiors
CO-00146,PRJ-012,CO-009,Owner-Directed Change - Specialty Systems Area C5,Owner-Directed Change,Owner,Specialty Systems,Additive,Owner Request,2024-08-02,2024-08-14,2024-09-03,2024-08-27,,2024-09-20,Withdrawn,88000,,0,4,0,0,Submitted,None,,Sitework
CO-00147,PRJ-012,CO-010,Unforeseen Condition - General Area D5,Unforeseen Condition,Subcontractor,General,Deductive,Field Condition,2024-10-23,2024-11-21,2024-12-11,2024-12-12,2025-01-06,2025-01-08,Approved,-291000,-242000,-234000,4,3,1,Final,Executed Change Order,2025-01-11,Concrete
CO-00148,PRJ-012,CO-011,Scope Clarification - Mechanical Area D3,Scope Clarification,Owner,Mechanical,Additive,Field Condition,2025-06-01,2025-06-09,2025-06-29,2025-06-24,2025-07-05,2025-07-06,Approved,34000,27000,27000,0,0,1,Final,Executed Change Order,2025-07-09,General Conditions
CO-00149,PRJ-012,CO-012,Design Error or Omission - Mechanical Area C8,Design Error or Omission,Architect,Mechanical,Zero-Cost,RFI,2025-01-09,2025-01-21,2025-02-10,2025-02-05,2025-02-27,2025-03-03,Approved,0,0,0,0,0,1,Final,Executed Change Order,2025-02-28,Envelope
CO-00150,PRJ-012,CO-013,Design Error or Omission - Structural Area A5,Design Error or Omission,Construction Manager,Structural,Additive,Design Revision,2025-02-10,2025-02-14,2025-03-06,2025-03-15,,,Pending,50000,42000,,6,0,0,Negotiating,None,,MEP
CO-00151,PRJ-012,CO-014,Owner-Directed Change - General Area B8,Owner-Directed Change,Owner,General,Additive,Owner Request,2025-08-10,2025-08-19,2025-09-08,2025-09-04,2025-09-21,2025-09-26,Approved,132000,133000,128000,0,0,0,Final,Construction Change Directive,2025-10-05,MEP
CO-00152,PRJ-013,CO-001,Schedule Acceleration - Controls Area A2,Schedule Acceleration,General Contractor,Controls,Additive,RFI,2022-03-25,2022-03-30,2022-04-19,2022-04-10,2022-04-24,2022-04-30,Approved,106000,92000,92000,0,0,0,Final,Owner Authorization,,Specialties
CO-00153,PRJ-013,CO-002,Design Error or Omission - Electrical Area C9,Design Error or Omission,Architect,Electrical,Deductive,Design Revision,2022-11-30,2022-12-09,2022-12-29,2022-12-31,2023-01-25,2023-02-03,Approved,-109000,-95000,-95000,0,0,1,Final,Owner Authorization,2023-01-28,Sitework
CO-00154,PRJ-013,CO-003,Scope Clarification - Specialty Systems Area C1,Scope Clarification,Subcontractor,Specialty Systems,Additive,Submittal Review,2024-02-18,2024-02-22,2024-03-13,2024-02-26,,2024-03-07,Rejected,1991000,983000,0,0,0,0,Final,None,,Specialties
CO-00155,PRJ-013,CO-004,Quantity Variation - Specialty Systems Area D6,Quantity Variation,Owner,Specialty Systems,Additive,Owner Request,2023-04-03,2023-04-08,2023-04-28,2023-04-26,,,Pending,340000,,,4,0,1,ROM,None,,Interiors
CO-00156,PRJ-013,CO-005,Quantity Variation - Mechanical Area B9,Quantity Variation,Owner,Mechanical,Additive,Field Condition,2022-08-31,2022-09-04,2022-09-24,2022-09-18,,,Pending,419000,,,0,0,1,Submitted,None,,Envelope
CO-00157,PRJ-013,CO-006,Code or Regulatory Requirement - Specialty Systems Area B9,Code or Regulatory Requirement,Engineer,Specialty Systems,Zero-Cost,Design Revision,2023-07-30,2023-08-01,2023-08-21,2023-08-16,2023-08-24,2023-08-25,Approved,0,0,0,0,0,0,Final,Owner Authorization,2023-08-29,MEP
CO-00158,PRJ-013,CO-007,Code or Regulatory Requirement - Structural Area B9,Code or Regulatory Requirement,Owner,Structural,Additive,RFI,2023-06-13,2023-06-16,2023-07-06,2023-06-27,2023-07-15,2023-07-22,Approved,6201000,6188000,6136000,0,0,1,Final,Executed Change Order,2023-07-21,Envelope
CO-00159,PRJ-013,CO-008,Owner-Directed Change - Mechanical Area C1,Owner-Directed Change,General Contractor,Mechanical,Additive,Owner Request,2022-09-29,2022-10-02,2022-10-22,2022-10-29,2022-11-13,2022-11-15,Approved,2774000,2653000,2616000,0,0,1,Final,Owner Authorization,2022-11-23,Equipment
CO-00160,PRJ-013,CO-009,Unforeseen Condition - Specialty Systems Area C4,Unforeseen Condition,Engineer,Specialty Systems,Additive,Field Condition,2022-05-23,2022-06-11,2022-07-01,2022-06-22,,2022-06-28,Withdrawn,1172000,,0,0,0,0,Submitted,None,,General Conditions
CO-00161,PRJ-013,CO-010,Quantity Variation - Specialty Systems Area A7,Quantity Variation,Construction Manager,Specialty Systems,Additive,RFI,2024-01-08,2024-01-15,2024-02-04,2024-01-23,2024-02-01,2024-02-11,Approved,604000,567000,573000,1,0,1,Final,Executed Change Order,2024-02-13,Equipment
CO-00162,PRJ-013,CO-011,Code or Regulatory Requirement - Architectural Area B6,Code or Regulatory Requirement,Owner,Architectural,Additive,RFI,2022-05-24,2022-05-26,2022-06-15,2022-06-05,,,Pending,355000,315000,,0,0,0,Negotiating,None,,MEP
CO-00163,PRJ-013,CO-012,Owner-Directed Change - Mechanical Area B4,Owner-Directed Change,Architect,Mechanical,Deductive,Owner Request,2023-01-18,2023-01-29,2023-02-18,2023-02-14,2023-02-22,2023-03-02,Approved,-391000,-339000,-340000,0,0,1,Final,Owner Authorization,,Envelope
CO-00164,PRJ-014,CO-001,Quantity Variation - Specialty Systems Area D6,Quantity Variation,Engineer,Specialty Systems,Additive,Design Revision,2023-12-04,2023-12-06,2023-12-26,2023-12-13,,2023-12-23,Rejected,165000,68000,0,0,0,0,Final,None,,Interiors
CO-00165,PRJ-014,CO-002,Substitution - Architectural Area C4,Substitution,Owner,Architectural,Time Only,Submittal Review,2025-05-18,2025-05-20,2025-06-09,2025-06-03,,2025-06-14,Rejected,0,0,0,2,0,0,Final,None,,Interiors
CO-00166,PRJ-014,CO-003,Code or Regulatory Requirement - Structural Area B4,Code or Regulatory Requirement,Owner,Structural,Additive,RFI,2025-07-03,2025-07-12,2025-08-01,2025-07-22,,2025-07-30,Rejected,471000,378000,0,0,0,0,Final,None,,Sitework
