Event_ID,Project_ID,Item_Type,Item_ID,Event_Sequence,Event_Timestamp,From_Status,To_Status,Action_By_Role,Assigned_To_Role,Event_Action,Revision_Number,Decision_Required_Flag,Comment_Category
EVT-000188,PRJ-002,RFI,RFI-00085,2,2022-08-04T13:00,Submitted,Returned for Clarification,Architect,General Contractor,Return,1,Yes,Insufficient information
EVT-000189,PRJ-002,RFI,RFI-00085,3,2022-08-09T15:00,Returned for Clarification,Closed,Architect,General Contractor,Respond and close,1,No,Final response
EVT-000190,PRJ-002,RFI,RFI-00086,1,2023-06-27T08:00,,Submitted,General Contractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-000191,PRJ-002,RFI,RFI-00086,2,2023-07-09T15:00,Submitted,Closed,Construction Manager,General Contractor,Respond and close,0,No,Final response
EVT-000192,PRJ-002,RFI,RFI-00087,1,2022-04-01T08:00,,Submitted,Construction Manager,Architect,Submit,0,Yes,Initial submission
EVT-000193,PRJ-002,RFI,RFI-00087,2,2022-04-12T13:00,Submitted,Returned for Clarification,Architect,Construction Manager,Return,1,Yes,Insufficient information
EVT-000194,PRJ-002,RFI,RFI-00087,3,2022-04-15T15:00,Returned for Clarification,Closed,Architect,Construction Manager,Respond and close,1,No,Final response
EVT-000195,PRJ-002,RFI,RFI-00088,1,2023-09-11T08:00,,Submitted,Subcontractor,Design Manager,Submit,0,Yes,Initial submission
EVT-000196,PRJ-002,RFI,RFI-00088,2,2023-09-21T11:00,Submitted,In Review,Design Manager,Design Manager,Assign or escalate,0,Yes,Current open status
EVT-000197,PRJ-002,RFI,RFI-00089,1,2023-08-28T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-000198,PRJ-002,RFI,RFI-00089,2,2023-09-04T11:00,Submitted,Awaiting Owner,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-000199,PRJ-002,RFI,RFI-00090,1,2023-11-06T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-000200,PRJ-002,RFI,RFI-00090,2,2023-11-16T13:00,Submitted,Returned for Clarification,Engineer,Construction Manager,Return,1,Yes,Insufficient information
EVT-000201,PRJ-002,RFI,RFI-00090,3,2023-11-21T15:00,Returned for Clarification,Closed,Engineer,Construction Manager,Respond and close,1,No,Final response
EVT-000202,PRJ-002,RFI,RFI-00091,1,2023-09-26T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000203,PRJ-002,RFI,RFI-00091,2,2023-10-05T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-000204,PRJ-002,RFI,RFI-00091,3,2023-10-09T15:00,Returned for Clarification,Answered,Engineer,Subcontractor,Respond,1,No,Final response
EVT-000205,PRJ-002,RFI,RFI-00092,1,2024-03-10T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000206,PRJ-002,RFI,RFI-00092,2,2024-03-23T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-000207,PRJ-002,RFI,RFI-00092,3,2024-03-27T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-000208,PRJ-002,RFI,RFI-00093,1,2023-03-28T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000209,PRJ-002,RFI,RFI-00093,2,2023-04-14T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000210,PRJ-002,RFI,RFI-00094,1,2022-06-28T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-000211,PRJ-002,RFI,RFI-00094,2,2022-07-19T15:00,Submitted,Answered,Architect,Subcontractor,Respond,0,No,Final response
EVT-000212,PRJ-003,RFI,RFI-00095,1,2022-03-17T08:00,,Submitted,General Contractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-000213,PRJ-003,RFI,RFI-00095,2,2022-03-27T15:00,Submitted,Answered,Construction Manager,General Contractor,Respond,0,No,Final response
EVT-000214,PRJ-003,RFI,RFI-00096,1,2023-01-17T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000215,PRJ-003,RFI,RFI-00096,2,2023-01-20T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000216,PRJ-003,RFI,RFI-00097,1,2022-03-29T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000217,PRJ-003,RFI,RFI-00097,2,2022-04-08T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000218,PRJ-003,RFI,RFI-00098,1,2022-08-13T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000219,PRJ-003,RFI,RFI-00098,2,2022-08-28T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-000220,PRJ-003,RFI,RFI-00099,1,2022-03-06T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000221,PRJ-003,RFI,RFI-00099,2,2022-03-16T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-000222,PRJ-003,RFI,RFI-00100,1,2022-06-13T08:00,,Submitted,Subcontractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-000223,PRJ-003,RFI,RFI-00100,2,2022-06-25T15:00,Submitted,Answered,Construction Manager,Subcontractor,Respond,0,No,Final response
EVT-000224,PRJ-003,RFI,RFI-00101,1,2023-05-04T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000225,PRJ-003,RFI,RFI-00101,2,2023-05-21T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-000226,PRJ-003,RFI,RFI-00101,3,2023-05-26T15:00,Returned for Clarification,Answered,Engineer,Subcontractor,Respond,1,No,Final response
EVT-000227,PRJ-003,RFI,RFI-00102,1,2022-06-07T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-000228,PRJ-003,RFI,RFI-00102,2,2022-06-20T15:00,Submitted,Closed,Design Manager,General Contractor,Respond and close,0,No,Final response
EVT-000229,PRJ-003,RFI,RFI-00103,1,2023-09-09T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-000230,PRJ-003,RFI,RFI-00103,2,2023-09-28T13:00,Submitted,Returned for Clarification,Engineer,Construction Manager,Return,1,Yes,Insufficient information
EVT-000231,PRJ-003,RFI,RFI-00103,3,2023-10-07T15:00,Returned for Clarification,Closed,Engineer,Construction Manager,Respond and close,1,No,Final response
EVT-000232,PRJ-003,RFI,RFI-00104,1,2023-10-03T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000233,PRJ-003,RFI,RFI-00104,2,2023-10-16T11:00,Submitted,Awaiting Owner,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-000234,PRJ-003,RFI,RFI-00105,1,2023-05-08T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-000235,PRJ-003,RFI,RFI-00105,2,2023-05-12T15:00,Submitted,Answered,Architect,Subcontractor,Respond,0,No,Final response
EVT-000236,PRJ-003,RFI,RFI-00106,1,2023-01-27T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000237,PRJ-003,RFI,RFI-00106,2,2023-02-03T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-000238,PRJ-003,RFI,RFI-00106,3,2023-02-08T15:00,Returned for Clarification,Closed,Engineer,General Contractor,Respond and close,1,No,Final response
EVT-000239,PRJ-003,RFI,RFI-00107,1,2022-12-28T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-000240,PRJ-003,RFI,RFI-00107,2,2023-01-09T13:00,Submitted,Returned for Clarification,Architect,Subcontractor,Return,1,Yes,Insufficient information
EVT-000241,PRJ-003,RFI,RFI-00107,3,2023-01-06T11:00,Submitted,In Review,Design Manager,Architect,Assign or escalate,1,Yes,Current open status
EVT-000242,PRJ-003,RFI,RFI-00108,1,2022-12-14T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000243,PRJ-003,RFI,RFI-00108,2,2022-12-19T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-000244,PRJ-003,RFI,RFI-00108,3,2022-12-23T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-000245,PRJ-003,RFI,RFI-00109,1,2023-08-05T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000246,PRJ-003,RFI,RFI-00109,2,2023-08-12T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000247,PRJ-003,RFI,RFI-00110,1,2023-02-26T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000248,PRJ-003,RFI,RFI-00110,2,2023-03-10T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000249,PRJ-003,RFI,RFI-00111,1,2022-03-14T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000250,PRJ-003,RFI,RFI-00111,2,2022-03-26T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-000251,PRJ-003,RFI,RFI-00111,3,2022-03-19T11:00,Submitted,Open,Design Manager,Engineer,Assign or escalate,1,Yes,Current open status
EVT-000252,PRJ-003,RFI,RFI-00112,1,2022-10-19T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000253,PRJ-003,RFI,RFI-00112,2,2022-10-25T13:00,Submitted,Returned for Clarification,Engineer,General Contractor,Return,1,Yes,Insufficient information
EVT-000254,PRJ-003,RFI,RFI-00112,3,2022-11-03T15:00,Returned for Clarification,Answered,Engineer,General Contractor,Respond,1,No,Final response
EVT-000255,PRJ-003,RFI,RFI-00113,1,2022-03-15T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000256,PRJ-003,RFI,RFI-00113,2,2022-03-19T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000257,PRJ-003,RFI,RFI-00114,1,2022-09-23T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-000258,PRJ-003,RFI,RFI-00114,2,2022-09-26T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-000259,PRJ-003,RFI,RFI-00115,1,2023-03-15T08:00,,Submitted,General Contractor,Construction Manager,Submit,0,Yes,Initial submission
EVT-000260,PRJ-003,RFI,RFI-00115,2,2023-03-24T15:00,Submitted,Closed,Construction Manager,General Contractor,Respond and close,0,No,Final response
EVT-000261,PRJ-003,RFI,RFI-00116,1,2023-03-13T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000262,PRJ-003,RFI,RFI-00116,2,2023-03-22T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000263,PRJ-003,RFI,RFI-00117,1,2022-06-10T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-000264,PRJ-003,RFI,RFI-00117,2,2022-06-17T11:00,Submitted,Returned for Clarification,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-000265,PRJ-003,RFI,RFI-00118,1,2023-11-21T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-000266,PRJ-003,RFI,RFI-00118,2,2023-11-26T15:00,Submitted,Closed,Architect,General Contractor,Respond and close,0,No,Final response
EVT-000267,PRJ-003,RFI,RFI-00119,1,2023-10-23T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-000268,PRJ-003,RFI,RFI-00119,2,2023-11-03T15:00,Submitted,Answered,Architect,Subcontractor,Respond,0,No,Final response
EVT-000269,PRJ-003,RFI,RFI-00120,1,2022-11-16T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000270,PRJ-003,RFI,RFI-00120,2,2022-11-22T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000271,PRJ-003,RFI,RFI-00121,1,2022-10-13T08:00,,Submitted,Construction Manager,Owner Representative,Submit,0,Yes,Initial submission
EVT-000272,PRJ-003,RFI,RFI-00121,2,2022-10-17T15:00,Submitted,Closed,Owner Representative,Construction Manager,Respond and close,0,No,Final response
EVT-000273,PRJ-003,RFI,RFI-00122,1,2023-03-23T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-000274,PRJ-003,RFI,RFI-00122,2,2023-03-28T13:00,Submitted,Returned for Clarification,Architect,General Contractor,Return,1,Yes,Insufficient information
EVT-000275,PRJ-003,RFI,RFI-00122,3,2023-04-06T11:00,Submitted,In Review,Design Manager,Architect,Assign or escalate,1,Yes,Current open status
EVT-000276,PRJ-004,RFI,RFI-00123,1,2025-09-18T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000277,PRJ-004,RFI,RFI-00123,2,2025-09-22T15:00,Submitted,Answered,Engineer,General Contractor,Respond,0,No,Final response
EVT-000278,PRJ-004,RFI,RFI-00124,1,2024-09-11T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000279,PRJ-004,RFI,RFI-00124,2,2024-09-21T11:00,Submitted,Awaiting Owner,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-000280,PRJ-004,RFI,RFI-00125,1,2025-06-05T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000281,PRJ-004,RFI,RFI-00125,2,2025-06-11T15:00,Submitted,Answered,Engineer,Subcontractor,Respond,0,No,Final response
EVT-000282,PRJ-004,RFI,RFI-00126,1,2024-10-24T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-000283,PRJ-004,RFI,RFI-00126,2,2024-11-03T11:00,Submitted,Returned for Clarification,Design Manager,Design Manager,Assign or escalate,0,Yes,Current open status
EVT-000284,PRJ-004,RFI,RFI-00127,1,2024-11-06T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-000285,PRJ-004,RFI,RFI-00127,2,2024-11-12T15:00,Submitted,Closed,Architect,General Contractor,Respond and close,0,No,Final response
EVT-000286,PRJ-004,RFI,RFI-00128,1,2025-08-19T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000287,PRJ-004,RFI,RFI-00128,2,2025-09-01T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000288,PRJ-004,RFI,RFI-00129,1,2025-10-24T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-000289,PRJ-004,RFI,RFI-00129,2,2025-10-29T15:00,Submitted,Closed,Architect,General Contractor,Respond and close,0,No,Final response
EVT-000290,PRJ-004,RFI,RFI-00130,1,2025-03-01T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000291,PRJ-004,RFI,RFI-00130,2,2025-03-06T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000292,PRJ-004,RFI,RFI-00131,1,2025-06-09T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000293,PRJ-004,RFI,RFI-00131,2,2025-06-17T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000294,PRJ-004,RFI,RFI-00132,1,2024-12-19T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000295,PRJ-004,RFI,RFI-00132,2,2024-12-20T13:00,Submitted,Returned for Clarification,Engineer,Subcontractor,Return,1,Yes,Insufficient information
EVT-000296,PRJ-004,RFI,RFI-00132,3,2024-12-25T15:00,Returned for Clarification,Closed,Engineer,Subcontractor,Respond and close,1,No,Final response
EVT-000297,PRJ-004,RFI,RFI-00133,1,2025-07-28T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-000298,PRJ-004,RFI,RFI-00133,2,2025-08-04T15:00,Submitted,Answered,Owner Representative,Subcontractor,Respond,0,No,Final response
EVT-000299,PRJ-004,RFI,RFI-00134,1,2024-07-21T08:00,,Submitted,General Contractor,Architect,Submit,0,Yes,Initial submission
EVT-000300,PRJ-004,RFI,RFI-00134,2,2024-07-30T15:00,Submitted,Closed,Architect,General Contractor,Respond and close,0,No,Final response
EVT-000301,PRJ-004,RFI,RFI-00135,1,2025-06-16T08:00,,Submitted,Subcontractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-000302,PRJ-004,RFI,RFI-00135,2,2025-06-20T15:00,Submitted,Answered,Owner Representative,Subcontractor,Respond,0,No,Final response
EVT-000303,PRJ-004,RFI,RFI-00136,1,2024-06-11T08:00,,Submitted,Subcontractor,Design Manager,Submit,0,Yes,Initial submission
EVT-000304,PRJ-004,RFI,RFI-00136,2,2024-06-17T15:00,Submitted,Closed,Design Manager,Subcontractor,Respond and close,0,No,Final response
EVT-000305,PRJ-004,RFI,RFI-00137,1,2024-05-05T08:00,,Submitted,Subcontractor,Design Manager,Submit,0,Yes,Initial submission
EVT-000306,PRJ-004,RFI,RFI-00137,2,2024-05-10T15:00,Submitted,Closed,Design Manager,Subcontractor,Respond and close,0,No,Final response
EVT-000307,PRJ-004,RFI,RFI-00138,1,2024-06-10T08:00,,Submitted,Construction Manager,Engineer,Submit,0,Yes,Initial submission
EVT-000308,PRJ-004,RFI,RFI-00138,2,2024-06-14T15:00,Submitted,Closed,Engineer,Construction Manager,Respond and close,0,No,Final response
EVT-000309,PRJ-004,RFI,RFI-00139,1,2025-11-20T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000310,PRJ-004,RFI,RFI-00139,2,2025-11-21T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000311,PRJ-004,RFI,RFI-00140,1,2024-10-24T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000312,PRJ-004,RFI,RFI-00140,2,2024-10-26T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000313,PRJ-004,RFI,RFI-00141,1,2025-05-01T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-000314,PRJ-004,RFI,RFI-00141,2,2025-05-04T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-000315,PRJ-004,RFI,RFI-00142,1,2025-06-23T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000316,PRJ-004,RFI,RFI-00142,2,2025-06-29T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000317,PRJ-004,RFI,RFI-00143,1,2025-07-25T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000318,PRJ-004,RFI,RFI-00143,2,2025-08-03T11:00,Submitted,Awaiting Designer,Design Manager,Engineer,Assign or escalate,0,Yes,Current open status
EVT-000319,PRJ-004,RFI,RFI-00144,1,2024-10-25T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000320,PRJ-004,RFI,RFI-00144,2,2024-10-31T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000321,PRJ-004,RFI,RFI-00145,1,2024-08-05T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000322,PRJ-004,RFI,RFI-00145,2,2024-08-11T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000323,PRJ-004,RFI,RFI-00146,1,2024-10-27T08:00,,Submitted,General Contractor,Design Manager,Submit,0,Yes,Initial submission
EVT-000324,PRJ-004,RFI,RFI-00146,2,2024-11-03T15:00,Submitted,Closed,Design Manager,General Contractor,Respond and close,0,No,Final response
EVT-000325,PRJ-004,RFI,RFI-00147,1,2024-08-04T08:00,,Submitted,General Contractor,Owner Representative,Submit,0,Yes,Initial submission
EVT-000326,PRJ-004,RFI,RFI-00147,2,2024-08-09T15:00,Submitted,Closed,Owner Representative,General Contractor,Respond and close,0,No,Final response
EVT-000327,PRJ-004,RFI,RFI-00148,1,2024-10-05T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
EVT-000328,PRJ-004,RFI,RFI-00148,2,2024-10-06T15:00,Submitted,Closed,Engineer,General Contractor,Respond and close,0,No,Final response
EVT-000329,PRJ-004,RFI,RFI-00149,1,2024-08-29T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000330,PRJ-004,RFI,RFI-00149,2,2024-09-01T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000331,PRJ-004,RFI,RFI-00150,1,2025-11-22T08:00,,Submitted,Subcontractor,Architect,Submit,0,Yes,Initial submission
EVT-000332,PRJ-004,RFI,RFI-00150,2,2025-11-24T15:00,Submitted,Closed,Architect,Subcontractor,Respond and close,0,No,Final response
EVT-000333,PRJ-004,RFI,RFI-00151,1,2024-10-02T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000334,PRJ-004,RFI,RFI-00151,2,2024-10-04T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000335,PRJ-005,RFI,RFI-00152,1,2024-08-20T08:00,,Submitted,Subcontractor,Engineer,Submit,0,Yes,Initial submission
EVT-000336,PRJ-005,RFI,RFI-00152,2,2024-08-24T15:00,Submitted,Closed,Engineer,Subcontractor,Respond and close,0,No,Final response
EVT-000337,PRJ-005,RFI,RFI-00153,1,2025-10-11T08:00,,Submitted,General Contractor,Engineer,Submit,0,Yes,Initial submission
